WindSpeed,SoilTemperature,AirTemperature,Radiation,SpecificHumidity
8.070086479187012,289.3734130859375,287.72528076171875,0.0,0.008638745173811913
8.185446739196777,288.6953125,287.37701416015625,0.0,0.008467309176921844
7.539392948150635,288.0914001464844,286.85211181640625,0.0,0.008554945699870586
7.047757625579834,287.53485107421875,285.859130859375,0.0,0.00874210987240076
6.4868340492248535,287.0888977050781,285.58026123046875,0.0,0.008990447968244553
6.097537040710449,286.7512512207031,285.5057983398437,0.0,0.009189076721668243
5.907787799835205,286.4884033203125,285.60308837890625,0.0,0.00933087058365345
5.842212200164795,286.25262451171875,285.48486328125,0.0,0.009419426321983337
5.773826599121094,285.98992919921875,285.267822265625,0.0,0.009486603550612926
5.604986190795898,285.7061462402344,284.76788330078125,0.0,0.009565557353198528
5.38519287109375,285.4759826660156,284.5747985839844,0.0,0.00965842790901661
5.462969303131104,285.3669738769531,284.82989501953125,0.0,0.009789706207811832
5.849316596984863,285.3944091796875,285.4101867675781,0.0,0.010062850080430508
6.017172813415527,285.5616760253906,286.09625244140625,28.390625,0.010456900112330914
5.213747978210449,286.32177734375,288.31524658203125,182.75,0.011016746051609516
4.163394927978516,287.5128173828125,291.5709228515625,364.125,0.012351463548839092
5.257724285125732,288.9118957519531,294.23193359375,501.875,0.013636776246130466
5.614759922027588,290.28057861328125,296.1019897460937,585.5,0.01400627288967371
5.75192928314209,291.46630859375,297.0785522460937,602.75,0.013956336304545403
5.984159469604492,292.4071350097656,297.55523681640625,556.5,0.013936979696154594
6.195101737976074,293.0682373046875,297.6505126953125,447.625,0.013955529779195786
6.223357200622559,293.4256591796875,297.297607421875,279.5,0.013978454284369946
6.373170375823975,293.45574951171875,296.55255126953125,110.1875,0.014192835427820683
7.117774963378906,293.116455078125,294.82501220703125,5.98046875,0.014345342293381691
7.433697700500488,292.64556884765625,293.19219970703125,0.0,0.013982470147311687
7.18408203125,292.1899719238281,292.4598999023437,0.0,0.013931800611317158
7.272015571594238,291.77178955078125,291.825439453125,0.0,0.013733753934502602
7.450624465942383,291.4324035644531,291.5751953125,0.0,0.013565822504460812
7.358417987823486,291.1806945800781,291.50689697265625,0.0,0.01352761872112751
7.5163187980651855,291.0092468261719,291.5118408203125,0.0,0.013474400155246258
7.592516422271728,290.9028015136719,291.6604309082031,0.0,0.013497303240001202
7.467886924743652,290.8374938964844,291.80242919921875,0.0,0.013470483012497425
7.16864538192749,290.7543640136719,291.6487731933594,0.0,0.013363306410610676
7.01456880569458,290.68572998046875,291.3563232421875,0.0,0.013183550909161568
